status,ticker,company_name,source_path,target_path,mapping_source_level,chain_code,chain_name,position,subcategory,choice_count,note
moved,5489,彩富,Pilot_Reports/5489_彩富.md,Pilot_Reports/5489_彩富.md,raw_member,F000,電腦及週邊設備,下游,安全監控系統,2,
moved,6225,天瀚,Pilot_Reports/6225_天瀚.md,Pilot_Reports/6225_天瀚.md,raw_member,F000,電腦及週邊設備,下游,其他電腦及週邊設備,3,
moved,6275,元山,Pilot_Reports/6275_元山.md,Pilot_Reports/6275_元山.md,raw_member,C200,醫療器材,上游,電子零組件、塑化材料、五金零件,7,
moved,6728,上洋,Pilot_Reports/6728_上洋.md,Pilot_Reports/6728_上洋.md,raw_member,V000,貿易百貨,中游,貿易商、代理商、經銷商,2,
moved,6743,安普新,Pilot_Reports/6743_安普新.md,Pilot_Reports/6743_安普新.md,raw_member,I000,通信網路,上游,其他零組件,3,
moved,6784,天凱科技,Pilot_Reports/6784_天凱科技.md,Pilot_Reports/6784_天凱科技.md,raw_member,I000,通信網路,上游,線材,1,
moved,8201,無敵,Pilot_Reports/8201_無敵.md,Pilot_Reports/8201_無敵.md,raw_member,X000,其他,上游,其他電子產品及電子服務產業,1,
moved,2009,第一銅,Pilot_Reports/2009_第一銅.md,Pilot_Reports/2009_第一銅.md,raw_member,Q000,鋼鐵,中游,冷熱軋鋼板捲,1,
moved,4989,榮科,Pilot_Reports/4989_榮科.md,Pilot_Reports/4989_榮科.md,raw_member,L000,印刷電路板,上游,銅箔,1,
moved,5871,中租-KY,Pilot_Reports/5871_中租-KY.md,Pilot_Reports/5871_中租-KY.md,raw_member,A100,太陽能產業,下游,太陽能電廠,2,
moved,6592,和潤企業,Pilot_Reports/6592_和潤企業.md,Pilot_Reports/6592_和潤企業.md,raw_member,X000,其他,上游,其他,1,
moved,6958,日盛台駿,Pilot_Reports/6958_日盛台駿.md,Pilot_Reports/6958_日盛台駿.md,raw_member,X000,其他,上游,其他,1,
moved,9941,裕融,Pilot_Reports/9941_裕融.md,Pilot_Reports/9941_裕融.md,raw_member,X000,其他,上游,其他,1,
moved,2942,京站,Pilot_Reports/2942_京站.md,Pilot_Reports/2942_京站.md,raw_member,V000,貿易百貨,下游,零售通路,1,
moved,5903,全家,Pilot_Reports/5903_全家.md,Pilot_Reports/5903_全家.md,raw_member,V000,貿易百貨,下游,零售通路,1,
moved,5904,寶雅,Pilot_Reports/5904_寶雅.md,Pilot_Reports/5904_寶雅.md,map,V000,貿易百貨,下游,零售通路,1,
moved,5398,慕康生醫,Pilot_Reports/5398_慕康生醫.md,Pilot_Reports/5398_慕康生醫.md,raw_member,C100,製藥,下游,藥品代理銷售及通路,5,
moved,2496,卓越,Pilot_Reports/2496_卓越.md,Pilot_Reports/2496_卓越.md,raw_member,X000,其他,上游,其他,1,
moved,5481,新華,Pilot_Reports/5481_新華.md,Pilot_Reports/5481_新華.md,raw_member,Y000,文化創意業,上游,其他,1,
moved,8437,大地-KY,Pilot_Reports/8437_大地-KY.md,Pilot_Reports/8437_大地-KY.md,raw_member,X000,其他,上游,其他,1,
moved,8489,三貝德,Pilot_Reports/8489_三貝德.md,Pilot_Reports/8489_三貝德.md,raw_member,Y000,文化創意業,上游,數位內容產業,2,
moved,1503,士電,Pilot_Reports/1503_士電.md,Pilot_Reports/1503_士電.md,raw_member,A300,電動車輛產業,中游,零組件,9,
moved,1514,亞力,Pilot_Reports/1514_亞力.md,Pilot_Reports/1514_亞力.md,raw_member,AB10,汽電共生,上游,配電系統,3,
moved,1519,華城,Pilot_Reports/1519_華城.md,Pilot_Reports/1519_華城.md,raw_member,A300,電動車輛產業,中游,零組件,8,
moved,1529,樂事綠能,Pilot_Reports/1529_樂事綠能.md,Pilot_Reports/1529_樂事綠能.md,raw_member,A100,太陽能產業,下游,太陽能發電設備/系統及系統工程,3,
moved,1537,廣隆,Pilot_Reports/1537_廣隆.md,Pilot_Reports/1537_廣隆.md,raw_member,A300,電動車輛產業,中游,零組件,5,
moved,1597,直得,Pilot_Reports/1597_直得.md,Pilot_Reports/1597_直得.md,raw_member,P000,電機機械,上游,傳動元件,2,
moved,1608,華榮,Pilot_Reports/1608_華榮.md,Pilot_Reports/1608_華榮.md,raw_member,I000,通信網路,下游,光通訊設備(如光纖電纜、光傳輸設備),2,
moved,1609,大亞,Pilot_Reports/1609_大亞.md,Pilot_Reports/1609_大亞.md,raw_member,A100,太陽能產業,下游,太陽能電廠,4,
moved,1612,宏泰,Pilot_Reports/1612_宏泰.md,Pilot_Reports/1612_宏泰.md,raw_member,AB10,汽電共生,上游,電纜,5,
moved,1615,大山,Pilot_Reports/1615_大山.md,Pilot_Reports/1615_大山.md,raw_member,AB10,汽電共生,上游,電纜,4,
moved,1616,億泰,Pilot_Reports/1616_億泰.md,Pilot_Reports/1616_億泰.md,raw_member,X000,其他,上游,其他,1,
moved,1617,榮星,Pilot_Reports/1617_榮星.md,Pilot_Reports/1617_榮星.md,raw_member,I000,通信網路,上游,線材,4,
moved,1623,大東電,Pilot_Reports/1623_大東電.md,Pilot_Reports/1623_大東電.md,raw_member,AB10,汽電共生,上游,電纜,3,
moved,2061,風青,Pilot_Reports/2061_風青.md,Pilot_Reports/2061_風青.md,raw_member,X000,其他,上游,其他,1,
moved,2420,新巨,Pilot_Reports/2420_新巨.md,Pilot_Reports/2420_新巨.md,raw_member,F000,電腦及週邊設備,上游,電源供應器,3,
moved,2438,翔耀,Pilot_Reports/2438_翔耀.md,Pilot_Reports/2438_翔耀.md,raw_member,D000,半導體,中游,光罩,2,
moved,2440,太空梭,Pilot_Reports/2440_太空梭.md,Pilot_Reports/2440_太空梭.md,raw_member,F000,電腦及週邊設備,上游,連接線,1,
moved,2457,飛宏,Pilot_Reports/2457_飛宏.md,Pilot_Reports/2457_飛宏.md,raw_member,A300,電動車輛產業,中游,零組件,2,
moved,2483,百容,Pilot_Reports/2483_百容.md,Pilot_Reports/2483_百容.md,raw_member,D000,半導體,下游,導線架,24,
moved,2489,瑞軒,Pilot_Reports/2489_瑞軒.md,Pilot_Reports/2489_瑞軒.md,raw_member,G000,平面顯示器,下游,監視器/顯示器,2,
moved,3002,歐格,Pilot_Reports/3002_歐格.md,Pilot_Reports/3002_歐格.md,raw_member,I000,通信網路,下游,網路設備(如數據機、網路卡、閘道器、路由器、網路電話),5,
moved,3003,健和興,Pilot_Reports/3003_健和興.md,Pilot_Reports/3003_健和興.md,raw_member,A300,電動車輛產業,中游,零組件,4,
moved,3015,全漢,Pilot_Reports/3015_全漢.md,Pilot_Reports/3015_全漢.md,raw_member,A300,電動車輛產業,中游,零組件,7,
moved,3043,科風,Pilot_Reports/3043_科風.md,Pilot_Reports/3043_科風.md,raw_member,A100,太陽能產業,中游,太陽能電池模組,2,
moved,3058,立德,Pilot_Reports/3058_立德.md,Pilot_Reports/3058_立德.md,raw_member,A300,電動車輛產業,中游,零組件,4,
moved,3071,協禧,Pilot_Reports/3071_協禧.md,Pilot_Reports/3071_協禧.md,raw_member,F000,電腦及週邊設備,上游,散熱片、風扇馬達、散熱模組,1,
moved,3078,僑威,Pilot_Reports/3078_僑威.md,Pilot_Reports/3078_僑威.md,raw_member,F000,電腦及週邊設備,上游,電源供應器,1,
moved,3092,鴻碩,Pilot_Reports/3092_鴻碩.md,Pilot_Reports/3092_鴻碩.md,raw_member,F000,電腦及週邊設備,上游,連接線,1,
moved,3211,順達,Pilot_Reports/3211_順達.md,Pilot_Reports/3211_順達.md,raw_member,A300,電動車輛產業,中游,零組件,3,
moved,3226,龍鋒,Pilot_Reports/3226_龍鋒.md,Pilot_Reports/3226_龍鋒.md,raw_member,P000,電機機械,下游,車用機械傳動設備及零配件,3,
moved,3290,東浦,Pilot_Reports/3290_東浦.md,Pilot_Reports/3290_東浦.md,raw_member,I000,通信網路,上游,塑膠/金屬機殼,3,
moved,3308,聯德,Pilot_Reports/3308_聯德.md,Pilot_Reports/3308_聯德.md,raw_member,F000,電腦及週邊設備,上游,電源供應器,1,
moved,3323,加百裕,Pilot_Reports/3323_加百裕.md,Pilot_Reports/3323_加百裕.md,raw_member,A300,電動車輛產業,中游,零組件,3,
moved,3332,幸康,Pilot_Reports/3332_幸康.md,Pilot_Reports/3332_幸康.md,raw_member,F000,電腦及週邊設備,上游,電源供應器,1,
moved,3432,台端,Pilot_Reports/3432_台端.md,Pilot_Reports/3432_台端.md,raw_member,K000,連接器,下游,連接器設計、組裝及製造,1,
moved,3484,崧騰,Pilot_Reports/3484_崧騰.md,Pilot_Reports/3484_崧騰.md,raw_member,F000,電腦及週邊設備,上游,其他電腦及週邊設備之零組件,1,
moved,3501,維熹,Pilot_Reports/3501_維熹.md,Pilot_Reports/3501_維熹.md,raw_member,A300,電動車輛產業,中游,零組件,2,
moved,3504,揚明光,Pilot_Reports/3504_揚明光.md,Pilot_Reports/3504_揚明光.md,raw_member,F000,電腦及週邊設備,上游,光學鏡片、鏡頭,5,
moved,3537,堡達,Pilot_Reports/3537_堡達.md,Pilot_Reports/3537_堡達.md,raw_member,D000,半導體,下游,IC通路,2,
moved,3550,聯穎,Pilot_Reports/3550_聯穎.md,Pilot_Reports/3550_聯穎.md,raw_member,F000,電腦及週邊設備,上游,連接線,1,
moved,3617,碩天,Pilot_Reports/3617_碩天.md,Pilot_Reports/3617_碩天.md,raw_member,F000,電腦及週邊設備,下游,其他電腦及週邊設備,1,
moved,3625,西勝,Pilot_Reports/3625_西勝.md,Pilot_Reports/3625_西勝.md,raw_member,A300,電動車輛產業,中游,零組件,3,
moved,3628,盈正,Pilot_Reports/3628_盈正.md,Pilot_Reports/3628_盈正.md,raw_member,X000,其他,上游,其他電子產品及電子服務產業,1,
moved,3665,貿聯-KY,Pilot_Reports/3665_貿聯-KY.md,Pilot_Reports/3665_貿聯-KY.md,map,B000,休閒娛樂,上游,休閒車業,12,
moved,4523,永彰,Pilot_Reports/4523_永彰.md,Pilot_Reports/4523_永彰.md,raw_member,P000,電機機械,下游,車用機械傳動設備及零配件,2,
moved,4576,大銀微系統,Pilot_Reports/4576_大銀微系統.md,Pilot_Reports/4576_大銀微系統.md,raw_member,P000,電機機械,上游,傳動元件,1,
moved,4588,玖鼎電力,Pilot_Reports/4588_玖鼎電力.md,Pilot_Reports/4588_玖鼎電力.md,raw_member,AD10,智慧電網,上游,能源管理服務,3,
moved,4931,新盛力,Pilot_Reports/4931_新盛力.md,Pilot_Reports/4931_新盛力.md,raw_member,A300,電動車輛產業,中游,零組件,4,
moved,5013,強新,Pilot_Reports/5013_強新.md,Pilot_Reports/5013_強新.md,raw_member,Q000,鋼鐵,下游,金屬製品,1,
moved,5227,立凱-KY,Pilot_Reports/5227_立凱-KY.md,Pilot_Reports/5227_立凱-KY.md,raw_member,A300,電動車輛產業,上游,鋰電池材料,3,
moved,5488,松普,Pilot_Reports/5488_松普.md,Pilot_Reports/5488_松普.md,raw_member,F000,電腦及週邊設備,上游,連接線,1,
moved,6109,亞元,Pilot_Reports/6109_亞元.md,Pilot_Reports/6109_亞元.md,raw_member,I000,通信網路,下游,無線通訊設備(如行動電話、衛星定位系統、衛星/微波通訊設備、數位機上盒),2,
moved,6115,鎰勝,Pilot_Reports/6115_鎰勝.md,Pilot_Reports/6115_鎰勝.md,raw_member,K000,連接器,下游,連接器設計、組裝及製造,2,
moved,6121,新普,Pilot_Reports/6121_新普.md,Pilot_Reports/6121_新普.md,raw_member,A300,電動車輛產業,中游,零組件,3,
moved,6133,金橋,Pilot_Reports/6133_金橋.md,Pilot_Reports/6133_金橋.md,raw_member,K000,連接器,下游,連接器設計、組裝及製造,1,
moved,6164,華興,Pilot_Reports/6164_華興.md,Pilot_Reports/6164_華興.md,raw_member,A200,LED照明產業,下游,封裝/模組,2,
moved,6282,康舒,Pilot_Reports/6282_康舒.md,Pilot_Reports/6282_康舒.md,raw_member,A300,電動車輛產業,中游,零組件,5,
moved,6290,良維,Pilot_Reports/6290_良維.md,Pilot_Reports/6290_良維.md,raw_member,K000,連接器,下游,連接器設計、組裝及製造,1,
moved,6292,迅德,Pilot_Reports/6292_迅德.md,Pilot_Reports/6292_迅德.md,raw_member,J000,被動元件,中游,電感器,1,
moved,6409,旭隼,Pilot_Reports/6409_旭隼.md,Pilot_Reports/6409_旭隼.md,raw_member,A100,太陽能產業,下游,太陽能發電設備/系統及系統工程,3,
moved,6412,群電,Pilot_Reports/6412_群電.md,Pilot_Reports/6412_群電.md,raw_member,A200,LED照明產業,下游,燈具/應用,11,
moved,6558,興能高,Pilot_Reports/6558_興能高.md,Pilot_Reports/6558_興能高.md,raw_member,E000,能源元件,中游,電池芯,1,
moved,6559,研晶,Pilot_Reports/6559_研晶.md,Pilot_Reports/6559_研晶.md,raw_member,A200,LED照明產業,下游,封裝/模組,1,
moved,6648,斯其大,Pilot_Reports/6648_斯其大.md,Pilot_Reports/6648_斯其大.md,raw_member,AD10,智慧電網,上游,能源管理服務,3,
moved,6788,華景電,Pilot_Reports/6788_華景電.md,Pilot_Reports/6788_華景電.md,raw_member,D000,半導體,中游,生產製程及檢測設備,1,
moved,6833,太康精密,Pilot_Reports/6833_太康精密.md,Pilot_Reports/6833_太康精密.md,raw_member,K000,連接器,下游,連接器設計、組裝及製造,1,
moved,6835,圓裕,Pilot_Reports/6835_圓裕.md,Pilot_Reports/6835_圓裕.md,raw_member,L000,印刷電路板,中游,硬板、軟板、IC載板製造,2,
moved,6895,宏碩系統,Pilot_Reports/6895_宏碩系統.md,Pilot_Reports/6895_宏碩系統.md,raw_member,D000,半導體,中游,生產製程及檢測設備,1,
moved,6940,格斯科技,Pilot_Reports/6940_格斯科技.md,Pilot_Reports/6940_格斯科技.md,raw_member,A300,電動車輛產業,中游,零組件,3,
moved,7704,明遠精密,Pilot_Reports/7704_明遠精密.md,Pilot_Reports/7704_明遠精密.md,map,D000,半導體,中游,生產製程及檢測設備,1,
moved,7750,新代,Pilot_Reports/7750_新代.md,Pilot_Reports/7750_新代.md,raw_member,P000,電機機械,上游,電控元件,1,
moved,7788,松川精密,Pilot_Reports/7788_松川精密.md,Pilot_Reports/7788_松川精密.md,raw_member,A300,電動車輛產業,中游,零組件,3,
moved,8038,長園科,Pilot_Reports/8038_長園科.md,Pilot_Reports/8038_長園科.md,raw_member,A300,電動車輛產業,上游,鋰電池材料,5,
moved,8109,博大,Pilot_Reports/8109_博大.md,Pilot_Reports/8109_博大.md,raw_member,D000,半導體,下游,IC封裝測試,11,
moved,8249,菱光,Pilot_Reports/8249_菱光.md,Pilot_Reports/8249_菱光.md,raw_member,F000,電腦及週邊設備,上游,其他電腦及週邊設備之零組件,1,
moved,1582,信錦,Pilot_Reports/1582_信錦.md,Pilot_Reports/1582_信錦.md,raw_member,F000,電腦及週邊設備,上游,機構樞紐,2,
moved,1815,富喬,Pilot_Reports/1815_富喬.md,Pilot_Reports/1815_富喬.md,raw_member,L000,印刷電路板,上游,玻璃纖維/玻纖布,1,
moved,2308,台達電,Pilot_Reports/2308_台達電.md,Pilot_Reports/2308_台達電.md,map,5300,人工智慧,上游,系統整合,58,
moved,2313,華通,Pilot_Reports/2313_華通.md,Pilot_Reports/2313_華通.md,raw_member,L000,印刷電路板,中游,硬板、軟板、IC載板製造,2,
moved,2316,楠梓電,Pilot_Reports/2316_楠梓電.md,Pilot_Reports/2316_楠梓電.md,raw_member,L000,印刷電路板,中游,硬板、軟板、IC載板製造,2,
moved,2317,鴻海,Pilot_Reports/2317_鴻海.md,Pilot_Reports/2317_鴻海.md,map,F000,電腦及週邊設備,上游/下游,其他電腦及週邊設備,9,
moved,2327,國巨,Pilot_Reports/2327_國巨.md,Pilot_Reports/2327_國巨.md,raw_member,J000,被動元件,中游,電阻器,4,
moved,2328,廣宇,Pilot_Reports/2328_廣宇.md,Pilot_Reports/2328_廣宇.md,raw_member,L000,印刷電路板,中游,硬板、軟板、IC載板製造,5,
moved,2355,敬鵬,Pilot_Reports/2355_敬鵬.md,Pilot_Reports/2355_敬鵬.md,raw_member,L000,印刷電路板,中游,硬板、軟板、IC載板製造,1,
moved,2359,所羅門,Pilot_Reports/2359_所羅門.md,Pilot_Reports/2359_所羅門.md,map,X000,其他,上游,其他電子產品及電子服務產業,1,
moved,2367,燿華,Pilot_Reports/2367_燿華.md,Pilot_Reports/2367_燿華.md,raw_member,L000,印刷電路板,中游,硬板、軟板、IC載板製造,1,
moved,2368,金像電,Pilot_Reports/2368_金像電.md,Pilot_Reports/2368_金像電.md,raw_member,L000,印刷電路板,中游,硬板、軟板、IC載板製造,1,
moved,2374,佳能,Pilot_Reports/2374_佳能.md,Pilot_Reports/2374_佳能.md,raw_member,F000,電腦及週邊設備,上游,光學鏡片、鏡頭,1,
moved,2375,凱美,Pilot_Reports/2375_凱美.md,Pilot_Reports/2375_凱美.md,raw_member,J000,被動元件,中游,電容器,1,
moved,2383,台光電,Pilot_Reports/2383_台光電.md,Pilot_Reports/2383_台光電.md,map,L000,印刷電路板,中游,銅箔基板,1,
moved,2392,正崴,Pilot_Reports/2392_正崴.md,Pilot_Reports/2392_正崴.md,raw_member,A300,電動車輛產業,中游,零組件,8,
moved,2393,億光,Pilot_Reports/2393_億光.md,Pilot_Reports/2393_億光.md,raw_member,A200,LED照明產業,下游,封裝/模組,4,
moved,2402,毅嘉,Pilot_Reports/2402_毅嘉.md,Pilot_Reports/2402_毅嘉.md,raw_member,L000,印刷電路板,中游,硬板、軟板、IC載板製造,1,
moved,2409,友達,Pilot_Reports/2409_友達.md,Pilot_Reports/2409_友達.md,raw_member,A100,太陽能產業,上游,矽晶圓/矽晶片,2,
moved,2413,環科,Pilot_Reports/2413_環科.md,Pilot_Reports/2413_環科.md,raw_member,J000,被動元件,中游,電容器,3,
moved,2428,興勤,Pilot_Reports/2428_興勤.md,Pilot_Reports/2428_興勤.md,raw_member,J000,被動元件,中游,電阻器,1,
moved,2429,銘旺科,Pilot_Reports/2429_銘旺科.md,Pilot_Reports/2429_銘旺科.md,raw_member,G000,平面顯示器,上游,其他零組件,2,
moved,2431,聯昌,Pilot_Reports/2431_聯昌.md,Pilot_Reports/2431_聯昌.md,raw_member,F000,電腦及週邊設備,上游,電源供應器,1,
moved,2459,敦吉,Pilot_Reports/2459_敦吉.md,Pilot_Reports/2459_敦吉.md,raw_member,D000,半導體,下游,基板,41,
moved,2460,建通,Pilot_Reports/2460_建通.md,Pilot_Reports/2460_建通.md,raw_member,K000,連接器,下游,連接器設計、組裝及製造,1,
moved,2466,冠西電,Pilot_Reports/2466_冠西電.md,Pilot_Reports/2466_冠西電.md,raw_member,I000,通信網路,上游,主/被動元件,3,
moved,2472,立隆電,Pilot_Reports/2472_立隆電.md,Pilot_Reports/2472_立隆電.md,raw_member,J000,被動元件,中游,電容器,1,
moved,2478,大毅,Pilot_Reports/2478_大毅.md,Pilot_Reports/2478_大毅.md,raw_member,J000,被動元件,中游,電阻器,4,
moved,2484,希華,Pilot_Reports/2484_希華.md,Pilot_Reports/2484_希華.md,raw_member,J000,被動元件,中游,濾波器、振盪器,1,
moved,2486,一詮,Pilot_Reports/2486_一詮.md,Pilot_Reports/2486_一詮.md,raw_member,D000,半導體,下游,導線架,2,
moved,2492,華新科,Pilot_Reports/2492_華新科.md,Pilot_Reports/2492_華新科.md,raw_member,J000,被動元件,上游,電容器材料(如電蝕/化成鋁箔、介面瓷粉),5,
moved,3008,大立光,Pilot_Reports/3008_大立光.md,Pilot_Reports/3008_大立光.md,raw_member,F000,電腦及週邊設備,上游,光學鏡片、鏡頭,1,
moved,3011,今皓,Pilot_Reports/3011_今皓.md,Pilot_Reports/3011_今皓.md,raw_member,I000,通信網路,上游,線材,3,
moved,3017,奇鋐,Pilot_Reports/3017_奇鋐.md,Pilot_Reports/3017_奇鋐.md,raw_member,F000,電腦及週邊設備,上游,散熱片、風扇馬達、散熱模組,1,
moved,3019,亞光,Pilot_Reports/3019_亞光.md,Pilot_Reports/3019_亞光.md,raw_member,F000,電腦及週邊設備,上游,光學鏡片、鏡頭,2,
moved,3023,信邦,Pilot_Reports/3023_信邦.md,Pilot_Reports/3023_信邦.md,raw_member,A300,電動車輛產業,中游,零組件,8,
moved,3026,禾伸堂,Pilot_Reports/3026_禾伸堂.md,Pilot_Reports/3026_禾伸堂.md,map,D000,半導體,下游,IC通路,9,
moved,3031,佰鴻,Pilot_Reports/3031_佰鴻.md,Pilot_Reports/3031_佰鴻.md,raw_member,A200,LED照明產業,下游,封裝/模組,3,
moved,3036,文曄,Pilot_Reports/3036_文曄.md,Pilot_Reports/3036_文曄.md,raw_member,D000,半導體,下游,IC通路,1,
moved,3037,欣興,Pilot_Reports/3037_欣興.md,Pilot_Reports/3037_欣興.md,raw_member,L000,印刷電路板,中游,硬板、軟板、IC載板製造,1,
moved,3038,全台,Pilot_Reports/3038_全台.md,Pilot_Reports/3038_全台.md,raw_member,C200,醫療器材,中游,醫療器材研發、設計、製造,7,
moved,3042,晶技,Pilot_Reports/3042_晶技.md,Pilot_Reports/3042_晶技.md,raw_member,J000,被動元件,中游,濾波器、振盪器,1,
moved,3044,健鼎,Pilot_Reports/3044_健鼎.md,Pilot_Reports/3044_健鼎.md,raw_member,L000,印刷電路板,中游,硬板、軟板、IC載板製造,1,
moved,3049,精金,Pilot_Reports/3049_精金.md,Pilot_Reports/3049_精金.md,raw_member,H000,觸控面板,中游,觸控面板,1,
moved,3051,力特,Pilot_Reports/3051_力特.md,Pilot_Reports/3051_力特.md,raw_member,G000,平面顯示器,上游,其他零組件,1,
moved,3060,銘異,Pilot_Reports/3060_銘異.md,Pilot_Reports/3060_銘異.md,raw_member,F000,電腦及週邊設備,上游,其他電腦及週邊設備之零組件,1,
moved,3066,李洲,Pilot_Reports/3066_李洲.md,Pilot_Reports/3066_李洲.md,raw_member,A200,LED照明產業,下游,封裝/模組,2,
moved,3090,日電貿,Pilot_Reports/3090_日電貿.md,Pilot_Reports/3090_日電貿.md,raw_member,J000,被動元件,中游,電容器,2,
moved,3093,港建,Pilot_Reports/3093_港建.md,Pilot_Reports/3093_港建.md,raw_member,D000,半導體,下游,生產製程及檢測設備,2,
moved,3095,及成,Pilot_Reports/3095_及成.md,Pilot_Reports/3095_及成.md,raw_member,I000,通信網路,上游,塑膠/金屬機殼,3,
moved,3115,富榮綱,Pilot_Reports/3115_富榮綱.md,Pilot_Reports/3115_富榮綱.md,raw_member,L000,印刷電路板,中游,硬板、軟板、IC載板製造,1,
moved,3117,年程,Pilot_Reports/3117_年程.md,Pilot_Reports/3117_年程.md,raw_member,J000,被動元件,中游,電感器,1,
moved,3128,昇銳,Pilot_Reports/3128_昇銳.md,Pilot_Reports/3128_昇銳.md,raw_member,5300,人工智慧,上游,系統整合,5,
moved,3149,正達,Pilot_Reports/3149_正達.md,Pilot_Reports/3149_正達.md,raw_member,H000,觸控面板,上游,玻璃基板,2,
moved,3152,璟德,Pilot_Reports/3152_璟德.md,Pilot_Reports/3152_璟德.md,raw_member,I000,通信網路,上游,主/被動元件,3,
moved,3168,眾福科,Pilot_Reports/3168_眾福科.md,Pilot_Reports/3168_眾福科.md,raw_member,G000,平面顯示器,中游,顯示器模組,1,
moved,3191,雲嘉南,Pilot_Reports/3191_雲嘉南.md,Pilot_Reports/3191_雲嘉南.md,raw_member,F000,電腦及週邊設備,上游,其他電腦及週邊設備之零組件,1,
moved,3206,志豐,Pilot_Reports/3206_志豐.md,Pilot_Reports/3206_志豐.md,raw_member,F000,電腦及週邊設備,上游,其他電腦及週邊設備之零組件,2,
moved,3207,耀勝,Pilot_Reports/3207_耀勝.md,Pilot_Reports/3207_耀勝.md,raw_member,J000,被動元件,中游,電感器,1,
moved,3217,優群,Pilot_Reports/3217_優群.md,Pilot_Reports/3217_優群.md,raw_member,K000,連接器,下游,連接器設計、組裝及製造,2,
moved,3229,晟鈦,Pilot_Reports/3229_晟鈦.md,Pilot_Reports/3229_晟鈦.md,raw_member,L000,印刷電路板,中游,硬板、軟板、IC載板製造,2,
moved,3230,錦明,Pilot_Reports/3230_錦明.md,Pilot_Reports/3230_錦明.md,raw_member,F000,電腦及週邊設備,上游,機殼,2,
moved,3236,千如,Pilot_Reports/3236_千如.md,Pilot_Reports/3236_千如.md,raw_member,J000,被動元件,中游,電感器,1,
moved,3276,宇環,Pilot_Reports/3276_宇環.md,Pilot_Reports/3276_宇環.md,raw_member,L000,印刷電路板,中游,硬板、軟板、IC載板製造,1,
moved,3285,微端,Pilot_Reports/3285_微端.md,Pilot_Reports/3285_微端.md,raw_member,F000,電腦及週邊設備,下游,其他電腦及週邊設備,1,
moved,3294,英濟,Pilot_Reports/3294_英濟.md,Pilot_Reports/3294_英濟.md,raw_member,C200,醫療器材,上游,電子零組件、塑化材料、五金零件,7,
moved,3305,昇貿,Pilot_Reports/3305_昇貿.md,Pilot_Reports/3305_昇貿.md,raw_member,D000,半導體,中游,化學品,3,
moved,3310,佳穎,Pilot_Reports/3310_佳穎.md,Pilot_Reports/3310_佳穎.md,raw_member,D000,半導體,下游,導線架,7,
moved,3311,閎暉,Pilot_Reports/3311_閎暉.md,Pilot_Reports/3311_閎暉.md,raw_member,G000,平面顯示器,上游,其他零組件,5,
moved,3321,同泰,Pilot_Reports/3321_同泰.md,Pilot_Reports/3321_同泰.md,raw_member,L000,印刷電路板,中游,硬板、軟板、IC載板製造,1,
moved,3322,建舜電,Pilot_Reports/3322_建舜電.md,Pilot_Reports/3322_建舜電.md,raw_member,K000,連接器,下游,連接器設計、組裝及製造,2,
moved,3338,泰碩,Pilot_Reports/3338_泰碩.md,Pilot_Reports/3338_泰碩.md,raw_member,F000,電腦及週邊設備,上游,散熱片、風扇馬達、散熱模組,2,
moved,3354,律勝,Pilot_Reports/3354_律勝.md,Pilot_Reports/3354_律勝.md,raw_member,L000,印刷電路板,中游,銅箔基板,1,
moved,3357,臺慶科,Pilot_Reports/3357_臺慶科.md,Pilot_Reports/3357_臺慶科.md,raw_member,J000,被動元件,上游,電感器材料(如鐵氧體、導電漿墨),2,
moved,3362,先進光,Pilot_Reports/3362_先進光.md,Pilot_Reports/3362_先進光.md,raw_member,F000,電腦及週邊設備,上游,光學鏡片、鏡頭,1,
moved,3390,旭軟,Pilot_Reports/3390_旭軟.md,Pilot_Reports/3390_旭軟.md,raw_member,L000,印刷電路板,中游,硬板、軟板、IC載板製造,2,
moved,3416,融程電,Pilot_Reports/3416_融程電.md,Pilot_Reports/3416_融程電.md,raw_member,F000,電腦及週邊設備,下游,工業電腦,2,
moved,3426,台興,Pilot_Reports/3426_台興.md,Pilot_Reports/3426_台興.md,raw_member,P000,電機機械,上游,傳動元件,4,
moved,3441,聯一光,Pilot_Reports/3441_聯一光.md,Pilot_Reports/3441_聯一光.md,raw_member,F000,電腦及週邊設備,上游,光學鏡片、鏡頭,1,
moved,3455,由田,Pilot_Reports/3455_由田.md,Pilot_Reports/3455_由田.md,raw_member,D000,半導體,中游,生產製程及檢測設備,5,
moved,3481,群創,Pilot_Reports/3481_群創.md,Pilot_Reports/3481_群創.md,raw_member,5800,運動科技,中游,穿戴式裝置,3,
moved,3492,長盛,Pilot_Reports/3492_長盛.md,Pilot_Reports/3492_長盛.md,raw_member,K000,連接器,下游,連接器設計、組裝及製造,1,
moved,3511,矽瑪,Pilot_Reports/3511_矽瑪.md,Pilot_Reports/3511_矽瑪.md,raw_member,K000,連接器,下游,連接器設計、組裝及製造,1,
moved,3520,華盈,Pilot_Reports/3520_華盈.md,Pilot_Reports/3520_華盈.md,raw_member,A100,太陽能產業,下游,太陽能發電設備/系統及系統工程,4,
moved,3523,迎輝,Pilot_Reports/3523_迎輝.md,Pilot_Reports/3523_迎輝.md,raw_member,G000,平面顯示器,上游,稜鏡片,1,
